Type,ID,Text
oercs.berkeley.edu_appropriate-use-generative-ai-tools,11,"section above. some generative ai tools, such as openai, explicitly forbid their use for certain categories of activity, including harassment, discrimination, and other illegal activities. an example of this can be found in found in openais usage policy document this is also consistent with uc berkeley’s principles of community additional consultation needed new uses of ai: if you are considering new use of generative ai"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,12,"additional consultation needed new uses of ai: if you are considering new use of generative ai in your studies or work, it is your responsibility to consider the ethics and risks involved and obtain approval from your instructor/responsible unit head. be sure to take the ai essentials training and consult cerc-air committee that assesses and offers guidance for mitigating ai risks use of ai that"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,13,"consult cerc-air committee that assesses and offers guidance for mitigating ai risks use of ai that involves highly-consequential automated decision-making requires extreme caution and should not be employed without prior consultation with appropriate campus entities, including the responsible unit head, as such use could put the university and individuals as significant risk. examples include, but are not limited to: legal analysis or advice recruitment, personnel,"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,14,"as significant risk. examples include, but are not limited to: legal analysis or advice recruitment, personnel, or disciplinary decision-making seeking to replace work currently done by represented employees security tools using facial recognition grading or assessment of student work personal liability: please note that certain generative ai tools use click-through agreements. click-through agreements, including openai and chatgpt terms of use, are contracts. individuals who accept"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,15,"click-through agreements. click-through agreements, including openai and chatgpt terms of use, are contracts. individuals who accept click-through agreements without delegated signature authority may face personal consequences, including responsibility for compliance with terms and conditions. business contracts faq using ai with library digital resources before using or training ai tools with materials acquired from library-licensed resources or databases, researchers must comply with varying license agreement terms."
oercs.berkeley.edu_appropriate-use-generative-ai-tools,16,"with materials acquired from library-licensed resources or databases, researchers must comply with varying license agreement terms. violations can result in personal liability and campus-wide loss of access to critical research resources. see: before you scrape and before you train ."" for questions regarding privacy with ai tools, contact for questions regarding appropriate use of ai tools, the uc artificial intelligence risk assessment guide is helpful"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,17,"questions regarding appropriate use of ai tools, the uc artificial intelligence risk assessment guide is helpful starting point. rationale for the above guidance per uc legal office of the general counsel’s legal alert: artificial intelligence tools (march 2024) ""[ai] is tool that calls for the same type of analysis as any other third-party service or product. indeed, like any tool utilized by uc, whether for"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,18,"as any other third-party service or product. indeed, like any tool utilized by uc, whether for education, research, health care, or operational purposes, ai tools and their terms of use are subject to all uc policies regarding third parties and their access to uc data, such as those relating to procurement, research, privacy, data security, accessibility and employee, faculty, and student conduct. …. “unless specific"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,19,"to procurement, research, privacy, data security, accessibility and employee, faculty, and student conduct. …. “unless specific precautions are taken, any content that is provided to generative ai tools can be saved and reused by the company offering the tool (e.g., openai for chatgpt) and their affiliates. providing data to generative ai tool requires the same analysis as when uc provides data to any service vendor,"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,20,"generative ai tool requires the same analysis as when uc provides data to any service vendor, research partner, or other third party. therefore, unless units enter into properly negotiated agreements with these companies, which would include privacy, confidentiality, security, accessibility and intellectual property terms consistent with uc policy and appropriate for the types of information at issue, units are prohibited from providing any information that"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,21,"appropriate for the types of information at issue, units are prohibited from providing any information that could be construed as confidential information of uc, or confidential information of third party. such disclosure could cause uc to be in violation of statutory or contractual requirements.” additional resources and guidance hub website for ai at uc berkeley ai in teaching learning from research, teaching learning understanding ai"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,22,"website for ai at uc berkeley ai in teaching learning from research, teaching learning understanding ai writing tools and their uses for teaching and learning at uc berkeley hub website for ai systemwide at university of california uc artificial intelligence risk assessment guide law and uc policy applicable to ai last updated: july 25, 2025 home credits office of the chancellor 711 ca relay service"
oercs.berkeley.edu_appropriate-use-generative-ai-tools,23,"ai last updated: july 25, 2025 home credits office of the chancellor 711 ca relay service powered by open berkeley accessibility statement nondiscrimination policy statement privacy statement copyright 2026 uc regents; all rights reserved back to top"
