Type,ID,Text
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,28,"outlines the guidelines for purchasing goods and services, emphasizing security, accountability, and compliance with regulatory standards. it includes procedures for efficient financial management, promoting supplier diversity, and ensuring non-discrimination, while encouraging strategic sourcing through regional and university-wide agreements to optimize procurement efficiency. this policy ensures ai-related acquisitions follow university-wide guidelines, promoting responsible use and compliance with ethical and legal standards in ai system deployment and"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,29,"guidelines, promoting responsible use and compliance with ethical and legal standards in ai system deployment and management. bus-49: policy for cash and cash equivalents received: appendix b, data security fb-bus-49 sets forth guidelines for handling cash and cash equivalents to ensure their security, accountability, and compliance with regulatory standards. it covers the receipt, safeguarding, and documentation of cash transactions within the university. in relation to"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,30,"it covers the receipt, safeguarding, and documentation of cash transactions within the university. in relation to ai governance, this policy emphasizes the need for ai systems managing financial transactions to adhere to these security and compliance standards, ensuring the integrity and proper handling of financial data within ai applications. bus-80: insurance programs for information technology systems bus-80 establishes insurance programs to protect the universitys it"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,31,"bus-80: insurance programs for information technology systems bus-80 establishes insurance programs to protect the universitys it infrastructure, including ai systems, from various risks by outlining the requirements and procedures for securing insurance coverage. this ensures ai technologies are covered under comprehensive risk management protocols, aligning with institutional standards for mitigating risks associated with ai deployment and operations. the policy thus integrates ai systems into the"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,32,"mitigating risks associated with ai deployment and operations. the policy thus integrates ai systems into the broader framework of it risk management and insurance within the university. ai executive order n-12-23 governor gavin newsoms executive order on artificial intelligence (ai) establishes guidelines for the safe and ethical development, deployment, and use of ai technologies in california. it emphasizes the need for transparency, accountability, and public"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,33,"and use of ai technologies in california. it emphasizes the need for transparency, accountability, and public engagement, and mandates state agencies to assess and mitigate risks associated with ai. the order also promotes collaboration with various stakeholders to ensure ai benefits all californians while addressing potential societal impact. benefits and risks of generative ai report the report from californias government operations agency outlines the implementation"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,34,"and risks of generative ai report the report from californias government operations agency outlines the implementation of governor newsoms executive order on generative ai, detailing strategies for the responsible use of ai within state agencies. it emphasizes transparency, accountability, and ethical considerations in ai deployment, and includes recommendations for data privacy, security, and workforce training. the report aims to ensure that ai technologies benefit all"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,35,"data privacy, security, and workforce training. the report aims to ensure that ai technologies benefit all californians while mitigating potential risks. california state constitution article declaration of rights, section 1: “all people are by nature free and independent and have inalienable rights. among these are enjoying and defending life and liberty, acquiring, possessing and protecting property, and pursuing and obtaining safety, happiness and privacy.” california"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,36,"and liberty, acquiring, possessing and protecting property, and pursuing and obtaining safety, happiness and privacy.” california information practices act of 1977 (civil code â§â§1798-1798.28) requirements for the protection of the privacy of individuals in the maintenance and dissemination of personal information within state agency. executive order on the safe, secure, and trustworthy development and use of artificial intelligence the executive order on the safe, secure,"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,37,"secure, and trustworthy development and use of artificial intelligence the executive order on the safe, secure, and trustworthy development and use of artificial intelligence establishes guidelines to ensure ai technologies are developed responsibly, with focus on safety, security, and equity. it mandates comprehensive risk management, promotes innovation and competition, and requires federal agencies to implement measures that prevent bias, protect privacy, and ensure consumer protection."
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,38,"and requires federal agencies to implement measures that prevent bias, protect privacy, and ensure consumer protection. this order aims to position the u.s. as global leader in ethical ai development and use. gramm-leach-bliley act of 1999 federal law to protect consumers personal financial information. federal trade commission (ftc) financial privacy and safeguarding rules pertaining to the g-l-b act ftc information about complying with the safeguarding"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,39,"privacy and safeguarding rules pertaining to the g-l-b act ftc information about complying with the safeguarding rule health insurance portability and accountability act of 1996 (hipaa) the hipaa privacy rule effective april 14, 2003, established national standards to guard the privacy of patients protected health information. protected health information includes: information created or received by health care provider or health plan that includes health information"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,40,"includes: information created or received by health care provider or health plan that includes health information or health care payment information plus information that personally identifies the individual patient or plan member. personal identifiers include: patients name and email, web site and home addresses; identifying numbers (including social security, medical records, insurance numbers, biomedical devices, vehicle identifiers and license numbers); full facial photos and other"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,41,"medical records, insurance numbers, biomedical devices, vehicle identifiers and license numbers); full facial photos and other biometric identifiers; and dates (such as birth date, dates of admission and discharge, death). family educational rights and privacy act (ferpa) ferpa, the family educational rights and privacy act regulates the privacy of student education records, giving students and parents specific rights to access and control the disclosure of"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,42,"student education records, giving students and parents specific rights to access and control the disclosure of these records. the privacy act of 1974, u.s.c. â§ 552a: the eu ai act (european commission) the eu ai act was the first global legal framework on ai, and establishes clear requirements for ai developers and deployers. the act is part of broader strategy to ensure ai safety, fundamental"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,43,"ai developers and deployers. the act is part of broader strategy to ensure ai safety, fundamental rights, and to foster innovation and investment in ai across the eu. ethics and governance of artificial intelligence for health: guidance on large multi-modal models (who) artificial intelligence (ai) involves algorithms that learn from data to perform automated tasks without explicit human programming, while generative ai uses trained algorithms"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,44,"from data to perform automated tasks without explicit human programming, while generative ai uses trained algorithms to create new content like text, images, or video. this guidance focuses on large multi-modal models (lmms), which process diverse data types to produce varied outputs and are expected to be widely used in health care, scientific research, public health, and drug development, although their broad capabilities remain unproven."
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,45,"in health care, scientific research, public health, and drug development, although their broad capabilities remain unproven. ai and education: guidance for policymakers (unesco) artificial intelligence (ai) in education holds significant promise for innovating teaching and learning, but also presents risks that outpace current policy and regulation. this publication provides guidance for policymakers on leveraging ais opportunities while addressing associated challenges. ai risk management framework â"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,46,"guidance for policymakers on leveraging ais opportunities while addressing associated challenges. ai risk management framework â national institute of standards and technology (nist) this ai risk management framework generative ai profile is companion resource for the ai risk management framework (ai rmf 1.0) tailored to generative ai, aligning with president biden’s executive order on safe, secure, and trustworthy artificial intelligence. it aims to help organizations"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,47,"president biden’s executive order on safe, secure, and trustworthy artificial intelligence. it aims to help organizations incorporate trustworthiness into ai products by offering framework for managing ai risks across various stages of the ai lifecycle. the profile provides insights and suggested actions for governing, mapping, measuring, and managing risks specific to generative ai, applicable across different sectors. ai risk management framework â generative ai profile"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,48,"specific to generative ai, applicable across different sectors. ai risk management framework â generative ai profile (draft)- nist this ai risk management framework generative ai profile is companion resource for the ai risk management framework (ai rmf 1.0) tailored to generative ai, aligning with president biden’s executive order on safe, secure, and trustworthy artificial intelligence. it aims to help organizations incorporate trustworthiness into ai products"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,49,"safe, secure, and trustworthy artificial intelligence. it aims to help organizations incorporate trustworthiness into ai products by offering framework for managing ai risks across various stages of the ai lifecycle. the profile provides insights and suggested actions for governing, mapping, measuring, and managing risks specific to generative ai, applicable across different sectors. ai governance and transparency applicable law and uc policy university of california office"
ai.universityofcalifornia.edu_governance-transparency_applicable-law-and-policy.,50,across different sectors. ai governance and transparency applicable law and uc policy university of california office of the president ucnet accessibility terms of use copyright â© the regents of the university of california
